source_object_type	source_object	source_field	target_object_type	target_object	target_field	relationship	line_no	line_relation_seq	line_content	confidence
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'TEMP.PR_EXTRACT_LOAN_RISK_DTL'	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$2 	CALL_PARAM_MAP	105	0	        , 'TEMP.PR_EXTRACT_LOAN_RISK_DTL'	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'INFO'	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$3 	CALL_PARAM_MAP	106	0	        , 'INFO'	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'Target table cleared'	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$4 	CALL_PARAM_MAP	107	0	        , 'Target table cleared'	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_LOAN_BASE		CREATE_TABLE	113	0	    DECLARE GLOBAL TEMPORARY TABLE SESSION.TMP_LOAN_BASE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_LOAN_BASE		CREATE_TABLE	117	0	    DECLARE GLOBAL TEMPORARY TABLE SESSION.TMP_LOAN_BASE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_LOAN_BASE		INSERT_TABLE	134	0	    INSERT INTO SESSION.TMP_LOAN_BASE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	SESSION.TMP_LOAN_BASE		INSERT_TABLE	134	1	    INSERT INTO SESSION.TMP_LOAN_BASE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.LOAN_DEAL		SELECT_TABLE	134	2	    INSERT INTO SESSION.TMP_LOAN_BASE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.GUARANTEE_DEAL		SELECT_TABLE	134	3	    INSERT INTO SESSION.TMP_LOAN_BASE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.CUST_RISK_RATING		SELECT_TABLE	134	4	    INSERT INTO SESSION.TMP_LOAN_BASE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CUST_NUM	TABLE	INTERFACE.LOAN_DEAL	CUST_NUM	SELECT_FIELD	136	0	          l.CUST_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	ACCT_NUM	TABLE	INTERFACE.LOAN_DEAL	ACCT_NUM	SELECT_FIELD	137	0	        , l.ACCT_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_NUM	TABLE	INTERFACE.LOAN_DEAL	DEAL_NUM	SELECT_FIELD	138	0	        , l.DEAL_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_SUB_NUM	TABLE	INTERFACE.LOAN_DEAL	DEAL_SUB_NUM	SELECT_FIELD	139	0	        , l.DEAL_SUB_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_TYPE	TABLE	INTERFACE.LOAN_DEAL	DEAL_TYPE	SELECT_FIELD	140	0	        , l.DEAL_TYPE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	LOAN_CCY	TABLE	INTERFACE.LOAN_DEAL	LOAN_CCY	SELECT_FIELD	141	0	        , l.LOAN_CCY	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CURR_BAL	TABLE	INTERFACE.LOAN_DEAL	CURR_BAL	SELECT_FIELD	142	0	        , l.CURR_BAL	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	BREAK_INT_AMT	TABLE	INTERFACE.LOAN_DEAL	BREAK_INT_AMT	SELECT_EXPR	143	0	        , COALESCE(l.BREAK_INT_AMT, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:0	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	143	1	        , COALESCE(l.BREAK_INT_AMT, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	MATURITY_DATE	TABLE	INTERFACE.LOAN_DEAL	MATURITY_DATE	SELECT_FIELD	144	0	        , l.MATURITY_DATE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	RESP_COMP_CDE	TABLE	INTERFACE.LOAN_DEAL	RESP_COMP_CDE	SELECT_FIELD	145	0	        , l.RESP_COMP_CDE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	COUNTRY_CODE	TABLE	INTERFACE.LOAN_DEAL	COUNTRY_CODE	SELECT_FIELD	146	0	        , l.COUNTRY_CODE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_NUM	TABLE	INTERFACE.GUARANTEE_DEAL	DEAL_NUM	SELECT_EXPR	147	0	        , CASE WHEN g.DEAL_NUM IS NOT NULL THEN 'Y' ELSE 'N' END AS GUARANTEE_IND	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:NULL	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	147	1	        , CASE WHEN g.DEAL_NUM IS NOT NULL THEN 'Y' ELSE 'N' END AS GUARANTEE_IND	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'Y'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	147	2	        , CASE WHEN g.DEAL_NUM IS NOT NULL THEN 'Y' ELSE 'N' END AS GUARANTEE_IND	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'N'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	147	3	        , CASE WHEN g.DEAL_NUM IS NOT NULL THEN 'Y' ELSE 'N' END AS GUARANTEE_IND	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CUST_RISK_RATING	TABLE	INTERFACE.CUST_RISK_RATING	CUST_RISK_RATING	SELECT_EXPR	148	0	        , COALESCE(rr.CUST_RISK_RATING, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:0	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	148	1	        , COALESCE(rr.CUST_RISK_RATING, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	PD	TABLE	INTERFACE.CUST_RISK_RATING	PD	SELECT_EXPR	149	0	        , COALESCE(rr.PD, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:0	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	149	1	        , COALESCE(rr.PD, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	LGD	TABLE	INTERFACE.CUST_RISK_RATING	LGD	SELECT_EXPR	150	0	        , COALESCE(rr.LGD, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:0	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	150	1	        , COALESCE(rr.LGD, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	SOURCE_SYSTEM_ID	TABLE	INTERFACE.LOAN_DEAL	SOURCE_SYSTEM_ID	SELECT_FIELD	151	0	        , l.SOURCE_SYSTEM_ID	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.LOAN_DEAL		SELECT_TABLE	152	0	    FROM INTERFACE.LOAN_DEAL l	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.GUARANTEE_DEAL		SELECT_TABLE	153	0	    LEFT JOIN INTERFACE.GUARANTEE_DEAL g	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CUST_NUM	TABLE	INTERFACE.LOAN_DEAL	CUST_NUM	JOIN_ON	154	0	           ON l.CUST_NUM     = g.CUST_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CUST_NUM	TABLE	INTERFACE.CUST_RISK_RATING	CUST_NUM	JOIN_ON	154	1	           ON l.CUST_NUM     = g.CUST_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CUST_NUM	TABLE	INTERFACE.GUARANTEE_DEAL	CUST_NUM	JOIN_ON	154	2	           ON l.CUST_NUM     = g.CUST_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	ACCT_NUM	TABLE	INTERFACE.LOAN_DEAL	ACCT_NUM	JOIN_ON	155	0	          AND l.ACCT_NUM     = g.ACCT_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	ACCT_NUM	TABLE	INTERFACE.GUARANTEE_DEAL	ACCT_NUM	JOIN_ON	155	1	          AND l.ACCT_NUM     = g.ACCT_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_NUM	TABLE	INTERFACE.LOAN_DEAL	DEAL_NUM	JOIN_ON	156	0	          AND l.DEAL_NUM     = g.DEAL_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_NUM	TABLE	INTERFACE.GUARANTEE_DEAL	DEAL_NUM	JOIN_ON	156	1	          AND l.DEAL_NUM     = g.DEAL_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_SUB_NUM	TABLE	INTERFACE.LOAN_DEAL	DEAL_SUB_NUM	JOIN_ON	157	0	          AND l.DEAL_SUB_NUM = g.DEAL_SUB_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_SUB_NUM	TABLE	INTERFACE.GUARANTEE_DEAL	DEAL_SUB_NUM	JOIN_ON	157	1	          AND l.DEAL_SUB_NUM = g.DEAL_SUB_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.CUST_RISK_RATING		SELECT_TABLE	158	0	    LEFT JOIN INTERFACE.CUST_RISK_RATING rr	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	ACTV_FLAG	TABLE	INTERFACE.LOAN_DEAL	ACTV_FLAG	WHERE	160	0	    WHERE l.ACTV_FLAG = 'A'	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'A'	TABLE	INTERFACE.LOAN_DEAL	ACTV_FLAG	WHERE	160	1	    WHERE l.ACTV_FLAG = 'A'	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	COALESCE(l.CURR_BAL, 0)	UNKNOWN	UNKNOWN_UNRESOLVED_OBJECT		WHERE	161	0	      AND COALESCE(l.CURR_BAL, 0) <> 0	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:0	UNKNOWN	UNKNOWN_UNRESOLVED_OBJECT		WHERE	161	1	      AND COALESCE(l.CURR_BAL, 0) <> 0	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	MATURITY_DATE	TABLE	INTERFACE.LOAN_DEAL	MATURITY_DATE	WHERE	162	0	      AND l.MATURITY_DATE >= l_report_date;	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	l_report_date	TABLE	INTERFACE.LOAN_DEAL	l_report_date	WHERE	162	1	      AND l.MATURITY_DATE >= l_report_date;	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:ROW_COUNT	VARIABLE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	l_row_cnt	DIAGNOSTICS_FETCH_MAP	164	0	    GET DIAGNOSTICS l_row_cnt = ROW_COUNT;	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:ROW_COUNT	VARIABLE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	l_row_cnt	DIAGNOSTICS_FETCH_MAP	165	0	    GET DIAGNOSTICS l_row_cnt = ROW_COUNT;	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		PROCEDURE	TEMP.PR_PROCEDURE_LOG		CALL_PROCEDURE	166	0	    CALL TEMP.PR_PROCEDURE_LOG(	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'FORMAT'	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$1 	CALL_PARAM_MAP	167	0	          'FORMAT'	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'TEMP.PR_EXTRACT_LOAN_RISK_DTL'	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$2 	CALL_PARAM_MAP	168	0	        , 'TEMP.PR_EXTRACT_LOAN_RISK_DTL'	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'INFO'	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$3 	CALL_PARAM_MAP	169	0	        , 'INFO'	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	'TMP_LOAN_BASE inserted rows=' || CHAR(l_row_cnt)	PROCEDURE	TEMP.PR_PROCEDURE_LOG	$4 	CALL_PARAM_MAP	170	0	        , 'TMP_LOAN_BASE inserted rows=' || CHAR(l_row_cnt)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_FX_RATE		CREATE_TABLE	176	0	    DECLARE GLOBAL TEMPORARY TABLE SESSION.TMP_FX_RATE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_FX_RATE		CREATE_TABLE	180	0	    DECLARE GLOBAL TEMPORARY TABLE SESSION.TMP_FX_RATE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_FX_RATE		INSERT_TABLE	185	0	    INSERT INTO SESSION.TMP_FX_RATE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	SESSION.TMP_FX_RATE		INSERT_TABLE	185	1	    INSERT INTO SESSION.TMP_FX_RATE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.FX_RATE		SELECT_TABLE	185	2	    INSERT INTO SESSION.TMP_FX_RATE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	FROM_CCY	TABLE	INTERFACE.FX_RATE	FROM_CCY	SELECT_FIELD	187	0	          f.FROM_CCY	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	TO_CCY	TABLE	INTERFACE.FX_RATE	TO_CCY	SELECT_FIELD	188	0	        , f.TO_CCY	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	RATE_DATE	TABLE	INTERFACE.FX_RATE	RATE_DATE	SELECT_FIELD	189	0	        , f.RATE_DATE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	EXCH_RATE	TABLE	INTERFACE.FX_RATE	EXCH_RATE	SELECT_FIELD	190	0	        , f.EXCH_RATE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.FX_RATE		SELECT_TABLE	191	0	    FROM INTERFACE.FX_RATE f	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	RATE_DATE	TABLE	INTERFACE.FX_RATE	RATE_DATE	WHERE	192	0	    WHERE f.RATE_DATE = l_report_date	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	l_report_date	TABLE	INTERFACE.FX_RATE	l_report_date	WHERE	192	1	    WHERE f.RATE_DATE = l_report_date	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	TO_CCY	TABLE	INTERFACE.FX_RATE	TO_CCY	WHERE	193	0	      AND f.TO_CCY = l_reporting_ccy;	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	l_reporting_ccy	TABLE	INTERFACE.FX_RATE	l_reporting_ccy	WHERE	193	1	      AND f.TO_CCY = l_reporting_ccy;	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_GUARANTEE		CREATE_TABLE	198	0	    DECLARE GLOBAL TEMPORARY TABLE SESSION.TMP_GUARANTEE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_GUARANTEE		CREATE_TABLE	202	0	    DECLARE GLOBAL TEMPORARY TABLE SESSION.TMP_GUARANTEE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_GUARANTEE		INSERT_TABLE	209	0	    INSERT INTO SESSION.TMP_GUARANTEE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	SESSION.TMP_GUARANTEE		INSERT_TABLE	209	1	    INSERT INTO SESSION.TMP_GUARANTEE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.GUARANTEE_DEAL		SELECT_TABLE	209	2	    INSERT INTO SESSION.TMP_GUARANTEE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	SESSION.TMP_FX_RATE		SELECT_TABLE	209	3	    INSERT INTO SESSION.TMP_GUARANTEE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_NUM	TABLE	INTERFACE.GUARANTEE_DEAL	DEAL_NUM	SELECT_FIELD	211	0	          g.DEAL_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_SUB_NUM	TABLE	INTERFACE.GUARANTEE_DEAL	DEAL_SUB_NUM	SELECT_FIELD	212	0	        , g.DEAL_SUB_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	GUARANTEE_TYPE	TABLE	INTERFACE.GUARANTEE_DEAL	GUARANTEE_TYPE	SELECT_FIELD	213	0	        , g.GUARANTEE_TYPE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	GUARANTEE_AMT	TABLE	INTERFACE.GUARANTEE_DEAL	GUARANTEE_AMT	SELECT_FIELD	214	0	        , g.GUARANTEE_AMT	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	GUARANTEE_CCY	TABLE	INTERFACE.GUARANTEE_DEAL	GUARANTEE_CCY	SELECT_EXPR	216	0	              WHEN g.GUARANTEE_CCY = l_reporting_ccy	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	GUARANTEE_CCY	TABLE	INTERFACE.GUARANTEE_DEAL	GUARANTEE_CCY	SELECT_FIELD	216	1	              WHEN g.GUARANTEE_CCY = l_reporting_ccy	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	l_reporting_ccy	TABLE	INTERFACE.GUARANTEE_DEAL	l_reporting_ccy	SELECT_EXPR	216	2	              WHEN g.GUARANTEE_CCY = l_reporting_ccy	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	GUARANTEE_AMT	TABLE	INTERFACE.GUARANTEE_DEAL	GUARANTEE_AMT	SELECT_EXPR	217	0	                   THEN g.GUARANTEE_AMT	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	GUARANTEE_AMT	TABLE	INTERFACE.GUARANTEE_DEAL	GUARANTEE_AMT	SELECT_EXPR	218	0	              ELSE ROUND(g.GUARANTEE_AMT * COALESCE(fx.EXCH_RATE, 1), 2)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	EXCH_RATE	SESSION_TABLE	SESSION.TMP_FX_RATE	EXCH_RATE	SELECT_EXPR	218	1	              ELSE ROUND(g.GUARANTEE_AMT * COALESCE(fx.EXCH_RATE, 1), 2)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:1	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	218	2	              ELSE ROUND(g.GUARANTEE_AMT * COALESCE(fx.EXCH_RATE, 1), 2)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:2	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	218	3	              ELSE ROUND(g.GUARANTEE_AMT * COALESCE(fx.EXCH_RATE, 1), 2)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		TABLE	INTERFACE.GUARANTEE_DEAL		SELECT_TABLE	221	0	    FROM INTERFACE.GUARANTEE_DEAL g	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_FX_RATE		SELECT_TABLE	222	0	    LEFT JOIN SESSION.TMP_FX_RATE fx	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	GUARANTEE_CCY	TABLE	INTERFACE.GUARANTEE_DEAL	GUARANTEE_CCY	JOIN_ON	223	0	           ON g.GUARANTEE_CCY = fx.FROM_CCY	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	FROM_CCY	SESSION_TABLE	SESSION.TMP_FX_RATE	FROM_CCY	JOIN_ON	223	1	           ON g.GUARANTEE_CCY = fx.FROM_CCY	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	TO_CCY	SESSION_TABLE	SESSION.TMP_FX_RATE	TO_CCY	JOIN_ON	224	0	          AND fx.TO_CCY       = l_reporting_ccy	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	l_reporting_ccy	TABLE	INTERFACE.GUARANTEE_DEAL	l_reporting_ccy	JOIN_ON	224	1	          AND fx.TO_CCY       = l_reporting_ccy	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	RATE_DATE	SESSION_TABLE	SESSION.TMP_FX_RATE	RATE_DATE	JOIN_ON	225	0	          AND fx.RATE_DATE    = l_report_date	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	l_report_date	TABLE	INTERFACE.GUARANTEE_DEAL	l_report_date	JOIN_ON	225	1	          AND fx.RATE_DATE    = l_report_date	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	ACTV_FLAG	TABLE	INTERFACE.GUARANTEE_DEAL	ACTV_FLAG	WHERE	226	0	    WHERE g.ACTV_FLAG = 'A';	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:'A'	TABLE	INTERFACE.GUARANTEE_DEAL	ACTV_FLAG	WHERE	226	1	    WHERE g.ACTV_FLAG = 'A';	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_CHARGE		CREATE_TABLE	231	0	    DECLARE GLOBAL TEMPORARY TABLE SESSION.TMP_CHARGE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_CHARGE		CREATE_TABLE	235	0	    DECLARE GLOBAL TEMPORARY TABLE SESSION.TMP_CHARGE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		SESSION_TABLE	SESSION.TMP_CHARGE		INSERT_TABLE	240	0	    INSERT INTO SESSION.TMP_CHARGE	REGEX
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL		UNKNOWN	UNKNOWN_UNSUPPORTED_STATEMENT		UNKNOWN	240	1	    INSERT INTO SESSION.TMP_CHARGE	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_NUM	TABLE	INTERFACE.SEC_CHARGE_DEAL	DEAL_NUM	SELECT_FIELD	242	0	          c.DEAL_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	DEAL_SUB_NUM	TABLE	INTERFACE.SEC_CHARGE_DEAL	DEAL_SUB_NUM	SELECT_FIELD	243	0	        , c.DEAL_SUB_NUM	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CHARGE_AMT	TABLE	INTERFACE.SEC_CHARGE_DEAL	CHARGE_AMT	SELECT_EXPR	244	0	        , SUM(COALESCE(c.CHARGE_AMT, 0)) AS CHARGE_AMT	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:0	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	244	1	        , SUM(COALESCE(c.CHARGE_AMT, 0)) AS CHARGE_AMT	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CHARGE_CCY	TABLE	INTERFACE.SEC_CHARGE_DEAL	CHARGE_CCY	SELECT_EXPR	247	0	                WHEN c.CHARGE_CCY = l_reporting_ccy	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	l_reporting_ccy	TABLE	INTERFACE.SEC_CHARGE_DEAL	l_reporting_ccy	SELECT_EXPR	247	1	                WHEN c.CHARGE_CCY = l_reporting_ccy	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CHARGE_AMT	TABLE	INTERFACE.SEC_CHARGE_DEAL	CHARGE_AMT	SELECT_EXPR	248	0	                     THEN COALESCE(c.CHARGE_AMT, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:0	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	248	1	                     THEN COALESCE(c.CHARGE_AMT, 0)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CHARGE_AMT	TABLE	INTERFACE.SEC_CHARGE_DEAL	CHARGE_AMT	SELECT_EXPR	249	0	                ELSE ROUND(COALESCE(c.CHARGE_AMT, 0) * COALESCE(fx.EXCH_RATE, 1), 2)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:0	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	249	1	                ELSE ROUND(COALESCE(c.CHARGE_AMT, 0) * COALESCE(fx.EXCH_RATE, 1), 2)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	EXCH_RATE	SESSION_TABLE	SESSION.TMP_FX_RATE	EXCH_RATE	SELECT_EXPR	249	2	                ELSE ROUND(COALESCE(c.CHARGE_AMT, 0) * COALESCE(fx.EXCH_RATE, 1), 2)	PARSER
PROCEDURE	TEMP.PR_EXTRACT_LOAN_RISK_DTL	CONSTANT:1	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	249	3	                ELSE ROUND(COALESCE(c.CHARGE_AMT, 0) * COALESCE(fx.EXCH_RATE, 1), 2)	PARSER
